RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
2014,Le Pacte,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Legendary Pictures,1875000000,6000837465,4125837465,16.81399084210526,0,0,0,2,2,3,0,3,0,2,0,2,0,2,3,0,0,0,0,0
2014,Les Films Du Fleuve,7000000,6860853,-139147,6.868022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Leverage Entertainment,75000000,117513390,42513390,8.728556,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,LightWorkers Media,22000000,67800064,45800064,6.477292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Likely Story,48000000,24192600,-23807400,8.10357,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Lin Pictures,300000000,2345803460,2045803460,16.418133,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,LionsGate,270000000,618517632,348517632,14.753545,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Lionsgate,545000000,2458995871,1913995871,68.02207257142858,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0
2014,Little Magic Films,10000000,27618,-9972382,9.067788,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Logan Pictures,2000000,790000,-1210000,6.039895,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Lonetree Entertainment,165000000,576992214,411992214,17.618057,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Low Spark Films,8000000,1201792,-6798208,8.536786,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Lucamar Productions,150000000,638707116,488707116,9.580785,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,Lynda Obst Productions,495000000,2025360051,1530360051,32.213481,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,M Productions,36000000,206430188,170430188,18.193263,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,M6,96000000,651542848,555542848,18.081483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,M6 Films,96000000,651542848,555542848,18.081483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,MJW Films,40000000,177523322,137523322,183.870374,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Mace Neufeld Productions,345000000,728639535,383639535,14.426459499999998,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0
2014,Mad Chance Productions,117600000,1084614846,967014846,19.228561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014,Mad Hatter Entertainment,870000000,3654738288,2784738288,12.256689,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Magna Global Entertainment,3300000,45000,-3255000,3.436499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Maipo Film- og TV Produksjon,5500000,5000000,-500000,3.791712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Malpaso Productions,117600000,1084614846,967014846,19.228561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014,Mandalay Pictures,15000000,30127963,15127963,6.617708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Marc Platt Productions,150000000,638707116,488707116,9.580785,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,Marcy Media,195000000,401465448,206465448,13.275529,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Marvel Enterprises,600000000,2117152296,1517152296,26.23687,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Marvel Entertainment,1000000000,2991451100,1991451100,26.058586,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Marvel Studios,1020000000,4464285603,3444285603,36.0046525,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
2014,Matt Tolmach Productions,600000000,2117152296,1517152296,26.23687,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Max Films Productions,12700000,3430018,-9269982,15.108283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Media House Capital,2000000,48390,-1951610,3.880541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Media Programme of the European Community,7000000,6860853,-139147,6.868022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Media Rights Capital,243000000,819177222,576177222,12.810126857142858,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2014,MediaPro Pictures,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Metafilms,4900000,3494070,-1405930,14.876086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Metro-Goldwyn-Mayer (MGM),1351000000,4484436979,3133436979,17.929777363636365,0,1,0,2,1,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0
2014,Metrol Technology,25500000,22500000,-3000000,6.911759,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Michael De Luca Productions,350000000,1077646005,727646005,16.316318,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2014,Millennium Films,454000000,771970844,317970844,12.47175842857143,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0
2014,Miramax Films,130000000,78815232,-51184768,20.623642,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Miscellaneous Entertainment,500000,15000000,14500000,8.279917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Morag Loves Company,12700000,3430018,-9269982,15.108283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Motorino Amaranto,6000000,5809330,-190670,7.217205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Moving Picture Company (MPC),1208000000,3946040241,2738040241,29.847576555555552,0,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Muskat Filmed Properties,4000000,2365467,-1634533,13.784411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Nadiadwala Grandsons,8400000,20000000,11600000,2.031919,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,New Line Cinema,969500000,3901445207,2931945207,18.9909958,0,3,0,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0
2014,New Regency Pictures,219000000,1314421277,1095421277,100.1579106,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014,Nexus Factory,34000000,7516656,-26483344,12.543659,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Nick Wechsler Productions,39900000,16140753,-23759247,6.707974,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Nickelodeon Movies,625000000,2386000000,1761000000,22.337973,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Nimar Studios,220000000,675160102,455160102,12.904677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014,Noruz Films,8000000,1411927,-6588073,6.60913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Nu Image Films,270000000,618517632,348517632,14.753545,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Oasis Films,36000000,533173600,497173600,16.219485,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Obelisk Productions,280000000,619936140,339936140,11.132411,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2014,Occupant Entertainment,10000000,150286,-9849714,7.392294,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Offspring Entertainment,135000000,258496938,123496938,8.588926,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,Old Bull Pictures,60000000,36021210,-23978790,17.187708,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Olive Bridge Entertainment,220000000,499470816,279470816,11.782518999999999,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Open Road Films,154000000,80110862,-73889138,8.4618764,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
2014,Orange Cinéma Séries,29100000,464103,-28635897,5.105914,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Original Film,150000000,565324842,415324842,10.901496,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,Outlaw Sinema,190000000,228357226,38357226,15.297821,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Overbrook Entertainment,195000000,401465448,206465448,13.275529,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ozymandias Productions,2000000,48390,-1951610,3.880541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Pacific Data Images (PDI),435000000,818737290,383737290,9.493838,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Pacific Standard,198000000,1160492630,962492630,118.90304524999999,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014,Pallas Film,6600000,1851517,-4748483,8.151346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PalmStar Entertainment,500000,15000000,14500000,8.279917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Panay Films,39000000,135900000,96900000,12.412221,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Panorama Films,636000,242358,-393642,8.93232,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Paper Street Films,13400000,2861310,-10538690,6.502973,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Paradise/MGN,112000000,210391996,98391996,17.861119,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Paramount Pictures,2455000000,9166810999,6711810999,18.703339190476193,0,1,0,5,1,4,0,4,1,2,0,3,0,0,0,0,0,0,0,0
2014,Park Pictures,13400000,2861310,-10538690,6.502973,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Participant Media,82000000,124902031,42902031,16.50747825,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Pathé,106000000,231775816,125775816,13.3679525,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,Pendle Mountain Productions,190000000,228357226,38357226,15.297821,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Perdido Productions,50400000,153088083,102688083,6.6260769999999996,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Phase 4 Films,5600000,3653410,-1946590,6.820925,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Picture Perfect Corporation,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Plan B Entertainment,40000000,133575816,93575816,7.107071,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,Platinum Dunes,1278000000,5981371256,4703371256,21.452479818181818,0,1,0,2,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0
2014,Point Grey Pictures,106000000,292842664,186842664,13.652616,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Pola Pandora Filmproduktions,2200000,282358,-1917642,6.313465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Porchlight Films,24500000,4590846,-19909154,6.561373,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Potboiler Productions,15000000,31554855,16554855,10.432407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Prana Animation Studios,200000000,604663148,404663148,7.579855,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Prana Studios,200000000,604663148,404663148,7.579855,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Prescience,11000000,45967935,34967935,8.720309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Proton Cinema,2200000,282358,-1917642,6.313465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Protozoa Pictures,250000000,725274946,475274946,14.924487,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Provident Films,5000000,10429707,5429707,6.127302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Province of British Columbia Production Services Tax Credit,356000000,741082512,385082512,31.982986,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Pt. Merantau Films,13500000,7881627,-5618373,8.434884,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Pure Flix Entertainment,22000000,40218707,18218707,6.1124005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,QED International,344000000,705487790,361487790,19.715348714285714,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0
2014,Quad Productions,40000000,303060,-39696940,11.024334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Qwerty Films,45000000,27314148,-17685852,5.02124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,Radical Studios,200000000,486800000,286800000,19.606895,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Radio Télévision Belge Francophone (RTBF),7000000,6860853,-139147,6.868022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Radius-TWC,10000000,27618,-9972382,9.067788,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Rainforest Films,75000000,406001006,331001006,9.719377999999999,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Rajkumar Hirani Films,39000000,360000000,321000000,12.58752,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,RatPac Entertainment,42000000,107670357,65670357,20.903362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,RatPac-Dune Entertainment,1360100000,6335207226,4975107226,17.86665186666667,1,1,1,1,1,0,0,4,0,2,0,2,0,1,1,0,0,0,0,0
2014,Red Granite Pictures,40000000,169837010,129837010,15.402597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Red Wagon Entertainment,255000000,866243685,611243685,21.572585,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Reel FX Creative Studios,300000000,584622636,284622636,10.337994,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Regency Enterprises,433000000,1833266035,1400266035,98.8504002,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014,Relativity Media,273000000,717145871,444145871,12.319125230769234,0,1,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0
2014,Relativity Sports,14000000,29237454,15237454,6.293515,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Reliance Entertainment,286000000,901991365,615991365,17.5104642,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Residaco,130000000,78815232,-51184768,20.623642,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Revelations Entertainment,6000000,1020921,-4979079,9.383088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Revolution Sun Studios,2404000000,9398762822,6994762822,28.048676857142855,0,0,0,3,1,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0
2014,Right of Way Films,3300000,13092000,9792000,64.29999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Rob Thomas Productions,18000000,10455381,-7544619,7.510158999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Room 101,10000000,172724744,162724744,8.898523,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Roth Films,1052000000,3964065959,2912065959,13.308675,0,0,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
2014,Rough House Pictures,5000000,2425211,-2574789,12.468869000000002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Roxbury,34000000,7516656,-26483344,12.543659,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Ruby Films,29100000,464103,-28635897,5.105914,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SLB Films,224056,15536328,15312272,1.416035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SModcast Pictures,5600000,3653410,-1946590,6.820925,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,SND,12000000,21026290,9026290,4.726238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SODEC,4900000,3494070,-1405930,14.876086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SPD Films,45000000,97668357,52668357,13.310556,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Sacromonte Films,8000000,10339510,2339510,11.127717,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014,Sahamongkol Film International,10000000,27618,-9972382,9.067788,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Sahara Productions,6500000,13865435,7365435,9.312354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Same Player,6000000,14348529,8348529,4.707275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Say Ahh Productions,2000000,790000,-1210000,6.039895,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Scope Pictures,45000000,27314148,-17685852,5.02124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,Scott Free Productions,464000000,834989792,370989792,15.760668600000002,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2014,Scott Rudin Productions,60000000,349200636,289200636,14.442048,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Scottish Screen,39900000,16140753,-23759247,6.707974,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Screen Australia,41500000,30620259,-10879741,8.667074,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0
2014,Screen Gems,12000000,101332962,89332962,7.88371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Screen Gems, Inc.",25000000,98005368,73005368,9.543004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Screen NSW,24500000,4590846,-19909154,6.561373,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Screen Queensland,11000000,6000000,-5000000,10.524204,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Senator Film Produktion,15000000,31554855,16554855,10.432407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Shoebox Films,4000000,9270600,5270600,12.792394,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Sidney Kimmel Entertainment,145000000,142368393,-2631607,8.892113,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Sierra / Affinity,25500000,116091651,90591651,21.277073,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Signal Film Group,8000000,1201792,-6798208,8.536786,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Silvatar Media,6500000,13865435,7365435,9.312354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Silver Pictures,150000000,668428800,518428800,19.650229,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2014,Silver Reel,39900000,16140753,-23759247,6.707974,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Silverwood Films,10000000,28883511,18883511,7.412826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Skydance Productions,180000000,151647321,-28352679,11.234862,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Smokehouse Pictures,280000000,619936140,339936140,11.132411,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2014,Smoking Gun Productions,6000000,20029413,14029413,8.832788,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Snoot Entertainment,15000000,7101483,-7898517,6.441964,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2014,Sobras International Pictures,20000000,27333780,7333780,9.336019,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2014,Solana Films,10000000,172724744,162724744,8.898523,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Solipsist Film,130000000,78815232,-51184768,20.623642,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Sony Pictures Entertainment (SPE),235000000,527534957,292534957,16.824320750000002,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,South Australian Film Corporation,6000000,20029413,14029413,8.832788,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,"South Australian Film Corporation, The",24500000,4590846,-19909154,6.561373,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,SpectreVision,2000000,790000,-1210000,6.039895,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Spier Films,21000000,84140000,63140000,8.253705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,Spondoolie Productions,18000000,10455381,-7544619,7.510158999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Spring Creek Productions,39600000,82592640,42992640,11.313659,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,St. Petersburg Clearwater Film Commission,72000000,104849066,32849066,8.268684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Starstream Entertainment,7200000,264819,-6935181,5.486892999999999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Stoney Lake Entertainment,48000000,59048772,11048772,11.519053,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2014,Straight Up Films,400000000,412157032,12157032,9.730176,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2014,Strela,3000000,5279982,2279982,1.14731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Strike Entertainment,240000000,485377930,245377930,10.246549,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Studio Babelsberg,406000000,1067336776,661336776,14.083925999999998,0,1,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2014,Studio Canal,6000000,14348529,8348529,4.707275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,StudioCanal,304000000,1217737562,913737562,17.166708142857143,0,1,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0
2014,Subzero Film Entertainment,25500000,22500000,-3000000,6.911759,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Summit Entertainment,455000000,1331095090,876095090,51.53574777777778,0,0,0,1,0,2,1,2,0,1,0,1,0,0,0,0,0,0,1,0
2014,Super Écran,4900000,3494070,-1405930,14.876086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Syncopy,895000000,2437517083,1542517083,19.365878142857145,0,0,0,1,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0
2014,TF1,326000000,1285043254,959043254,18.51171842857143,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2014,TF1 Droits Audiovisuels,45000000,27314148,-17685852,5.02124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,TF1 Films Production,412000000,1552485433,1140485433,20.718451,0,2,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0
2014,TMC,66000000,98200000,32200000,19.628834,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,TSG Entertainment,2730000000,11590938340,8860938340,50.02362635714285,0,3,1,2,2,5,1,4,0,4,0,3,2,1,0,0,0,0,0,0
2014,Taken 3,96000000,651542848,555542848,18.081483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Talisman Productions,3000000,79503969,76503969,6.942139,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Team Downey,50000000,83719388,33719388,17.887943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Telefónica Studios,18544874,23344726,4799852,4.207751,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Temple Hill Entertainment,160000000,2007613112,1847613112,56.716811,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
2014,Ten Films,40000000,303060,-39696940,11.024334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ten Furlongs,20000000,2128908,-17871092,2.691651,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,That's Nice Films,5900000,23000000,17100000,1.840891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,The Combine,20000000,9803384,-10196616,13.524048,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
