RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
1958,Paramount Pictures,7437000,84000000,76563000,18.20822,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1958,Rodgers & Hammerstein Productions,18000000,110400000,92400000,2.747118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1958,South Pacific Enterprises,18000000,110400000,92400000,2.747118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1958,Twentieth Century Fox Film Corporation,20100000,119400000,99300000,5.577243499999999,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0
1958,Universal International Pictures (UI),2487000,6742395,4255395,9.665347,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1958,William Castle Productions,180000,10000000,9820000,0.837849,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1958,Woolner Brothers Pictures Inc.,176000,960000,784000,3.559789,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1959,Ashton Productions,5767696,50000000,44232304,11.845107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Edward Small Productions,20000000,48800000,28800000,1.739898,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1959,Metro-Goldwyn-Mayer (MGM),68000000,614150000,546150000,13.683304333333334,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1959,The Mirisch Corporation,5767696,50000000,44232304,11.845107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Walt Disney Productions,24000000,204000000,180000000,14.276169,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Warner Bros.,3500000,12800000,9300000,3.473993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Alpha Productions,2000000,4905000,2905000,10.650752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1960,Alta Vista Productions,540000,2900000,2360000,3.481988,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1960,Anglo-Amalgamated Productions,300000,167914,-132086,7.229587,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1960,Batjac Productions,60000000,39500000,-20500000,4.73816,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1960,Bryna Productions,36000000,180000000,144000000,11.110376,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1960,Carlyle Productions,16000000,87000000,71000000,7.819581,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1960,Jerry Lewis Productions,6900000,24200000,17300000,2.5094673333333337,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Lopert Pictures Corporation,453000,24000000,23547000,1.879162,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,MelinaFilm,453000,24000000,23547000,1.879162,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,National Film Finance Corporation (NFFC),300000,167914,-132086,7.229587,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1960,Paramount Pictures,9320844,120200000,110879156,19.667888166666668,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1960,Shamley Productions,2420844,96000000,93579156,36.826309,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1960,The Alamo Company,60000000,39500000,-20500000,4.73816,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1960,The Mirisch Company,9000000,75000000,66000000,11.994281,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,The Mirisch Corporation,2000000,4905000,2905000,10.650752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1960,United Artists,72000000,124900000,52900000,7.342572777777779,0,1,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1960,Universal International Pictures (UI),36000000,180000000,144000000,11.110376,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1960,Universal Pictures,2420844,96000000,93579156,36.826309,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1961,Alta Vista Productions,600000,6000000,5400000,4.392322,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1961,Columbia Pictures,24000000,115600000,91600000,8.522673,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1961,Euro International Film (EIA),480000,301965,-178035,4.431293,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Franton Production,5800000,10000000,4200000,2.649605,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Highroad Productions,24000000,115600000,91600000,8.522673,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1961,Jurow-Shepherd,7500000,28500000,21000000,10.879289,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Metro-Goldwyn-Mayer (MGM),5037000,14483352,9446352,3.657476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Mirisch Pictures,18000000,130970466,112970466,8.389903,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1961,Paramount Pictures,19500000,37100000,17600000,9.305927800000001,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1961,Pennebaker Productions,12000000,8600000,-3400000,6.945886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1961,Rome Paris Films,480000,301965,-178035,4.431293,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Rossen Films,2000000,7600000,5600000,9.333533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Roxlom Films,6000000,20000000,14000000,9.697105,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1961,Samuel Bronston Productions,5037000,14483352,9446352,3.657476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Seven Arts,18000000,130970466,112970466,8.389903,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1961,Seven Arts Productions,12000000,24600000,12600000,5.317544,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1961,The Mirisch Corporation,6000000,8000000,2000000,3.044499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Twentieth Century Fox Film Corporation,6740000,28600000,21860000,4.59357125,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1961,United Artists,36000000,175570466,139570466,7.564568875,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1961,Walt Disney Productions,16000000,863520056,847520056,15.727519,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Warner Bros.,3000000,8400000,5400000,1.058213,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Windsor Productions,4740000,21000000,16260000,3.013584,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1962,Allied Artists,4000000,18500000,14500000,9.551293,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Arcola Pictures,57000000,41040000,-15960000,5.857488,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1962,Darryl F. Zanuck Productions,40000000,200400000,160400000,10.770928,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1962,Eon Productions,2850000,178800000,175950000,19.931606,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1962,Fairway International Pictures,15000,3274,-11726,1.274228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1962,Horizon Pictures (II),60000000,279981540,219981540,10.893332,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1962,John Ford Productions,3200000,8000000,4800000,6.641827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1962,Les Films de la Pléiade,64000,24517,-39483,11.30591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,MC Productions,160000000,192211820,32211820,7.991677,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1962,Metro-Goldwyn-Mayer (MGM),102000000,191040000,89040000,6.5696045,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
1962,Norma Productions,2650000,3100000,450000,4.471515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Paramount Pictures,3200000,8000000,4800000,6.641827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1962,Pathé Consortium Cinéma,64000,24517,-39483,11.30591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Playfilm Productions,500000,2500000,2000000,4.368765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Seven Arts Productions,4000000,18500000,14500000,9.551293,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,The Criterion Collection,64000,24517,-39483,11.30591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Transworld Pictures,4000000,18500000,14500000,9.551293,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Twentieth Century Fox Film Corporation,40000000,200400000,160400000,10.770928,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1962,United Artists,162850000,371011820,208161820,15.1556344,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0
1962,Universal Pictures,4000000,26259692,22259692,14.284787,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1963,Alfred J. Hitchcock Productions,2500000,11403529,8903529,11.591462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1963,Allied Artists Pictures,51000000,30000000,-21000000,2.972529,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1963,Alta Vista Productions,1050000,4497825,3447825,4.817514,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1963,Casey Productions,37600000,240000000,202400000,13.266545,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1963,Compagnia Cinematografica Champion,900000,528428,-371572,7.543337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Danjaq,6000000,236696295,230696295,12.536729,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1963,Eon Productions,6000000,236696295,230696295,12.536729,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1963,Friedman-Lewis Productions,24500,4000000,3975500,1.783412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1963,Les Films Concordia,900000,528428,-371572,7.543337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,MCL Films S.A.,93345000,213000000,119655000,8.591238,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,Paramount Pictures,15558000,49800000,34242000,3.2232704999999995,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1963,Rome Paris Films,900000,528428,-371572,7.543337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Samuel Bronston Productions,51000000,30000000,-21000000,2.972529,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1963,The Mirisch Corporation,20000000,58722355,38722355,14.384114,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1963,Twentieth Century Fox Film Corporation,93345000,213000000,119655000,8.591238,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,United Artists,63600000,535418650,471818650,13.54974475,0,1,0,3,0,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0
1963,Universal Pictures,16000000,53898352,37898352,7.098731,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1963,Walt Disney Productions,6000000,44364706,38364706,10.636458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Walwa Films S.A.,93345000,213000000,119655000,8.591238,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1963,Woodfall Film Productions,4000000,150400000,146400000,3.315827,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1964,Columbia Pictures Corporation,5400000,28320816,22920816,9.80398,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,Constantin Film Produktion,200000,14500000,14300000,12.429704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,Danjaq,7500000,374643186,367143186,13.78884,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1964,Dear Film Produzione,23200000,27200000,4000000,4.412564,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1964,Diamond Films,14000000,32000000,18000000,11.604242,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1964,Eon Productions,7500000,374643186,367143186,13.78884,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1964,Hawk Films,5400000,28320816,22920816,9.80398,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,Jolly Film,200000,14500000,14300000,12.429704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,Les Films Ariane,23200000,27200000,4000000,4.412564,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1964,Les Productions Artistes Associés,23200000,27200000,4000000,4.412564,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1964,Maljack Productions,1120000,24599336,23479336,5.719266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,Metro-Goldwyn-Mayer (MGM),6000000,24000000,18000000,2.560454,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Ocean Films,200000,14500000,14300000,12.429704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,Orsay Films,360000,548571,188571,5.648187,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1964,Proscenium Films,1120000,24599336,23479336,5.719266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,Samuel Bronston Productions,57000000,14250000,-42750000,2.824367,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1964,Seven Arts Productions,6000000,24000000,18000000,2.560454,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,United Artists,7700000,389143186,381443186,13.449056,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1964,Universal Pictures,8540644,28000000,19459356,6.409094,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1964,Walt Disney Productions,18000000,306818181,288818181,15.11549,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Walter Shenson Films,1120000,24599336,23479336,5.719266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,Warner Bros.,68000000,288282924,220282924,12.494394,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1965,Argyle Enterprises,32800000,1144857144,1112057144,9.06773,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1965,Columbia Pictures Corporation,7600000,29746,-7570254,3.055936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1965,Constantin Film Produktion,600000,15000000,14400000,13.295342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1965,Eon Productions,16500000,423586974,407086974,10.517835,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1965,George Stevens Productions,40000000,30946666,-9053334,3.961342,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1965,Jerry Bresler Productions,7600000,29746,-7570254,3.055936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1965,Metro-Goldwyn-Mayer (MGM),51100000,772746063,721646063,7.743167749999999,0,0,0,1,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0
1965,Produzioni Europee Associati (PEA),600000,15000000,14400000,13.295342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1965,Robert Wise Productions,32800000,1144857144,1112057144,9.06773,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1965,Twentieth Century Fox Film Corporation,32800000,1144857144,1112057144,9.06773,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1965,Twentieth Century-Fox Productions,16800000,89850000,73050000,5.191425,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,Warner Bros.,24000000,50666666,26666666,4.473327,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Arturo González Producciones Cinematográficas S.A.,1200000,6000000,4800000,16.788787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Casbah Film,2400000,2764644,364644,11.322173,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1966,Chenault Productions,7500000,33736689,26236689,5.564294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Columbia Pictures Corporation,7800000,56700000,48900000,6.997888,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1966,Constantin Film Produktion,1200000,6000000,4800000,16.788787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Hammer Film Productions,280379,364937,84558,8.913793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1966,Highland Films,7800000,56700000,48900000,6.997888,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1966,Igor Film,2400000,2764644,364644,11.322173,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1966,Laurel Productions,4653000,6000000,1347000,7.070669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Paramount Pictures,4653000,6000000,1347000,7.070669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Produzioni Europee Associati (PEA),1200000,6000000,4800000,16.788787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Robert Wise Productions,60000000,100000000,40000000,11.354247,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1966,Seven Arts Productions,280379,364937,84558,8.913793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1966,Solar Productions,60000000,100000000,40000000,11.354247,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1966,The Mirisch Corporation,45000000,103686666,58686666,3.2106930000000005,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Twentieth Century Fox Film Corporation,70230000,124000000,53770000,11.692579285714286,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1966,United Artists,1200000,6000000,4800000,16.788787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,Universal Pictures,6000000,26000000,20000000,6.243248,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1966,Warner Bros.,17500000,60000000,42500000,8.55931,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1967,APJAC Productions,108000000,54000000,-54000000,3.8963189999999996,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1967,American International Productions,720000,72000000,71280000,1.345165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Chaplin Film Productions Ltd.,7000000,4000000,-3000000,4.928589,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Columbia Pictures Corporation,43000000,151249256,108249256,11.4174282,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1967,Eon Productions,28500000,334754361,306254361,10.359669,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1967,Famous Artists Productions,36000000,125234154,89234154,13.300519,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Fanfare Films,720000,72000000,71280000,1.345165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Hombre Productions,17580000,36000000,18420000,8.019495,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1967,Jalem Productions,6000000,32435546,26435546,9.718713,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,Lawrence Turman,3000000,104945305,101945305,12.057829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,MKH,16200000,135900000,119700000,15.640007000000002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1967,Metro-Goldwyn-Mayer (MGM),26200000,148700000,122500000,9.761240142857144,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0
1967,"Mirisch Corporation, The",8000000,109519912,101519912,9.059617,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1967,Otis Productions,720000,72000000,71280000,1.345165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Pax Enterprises,7000000,26015102,19015102,8.592792,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,Red Lion,15000000,150000000,135000000,2.474398,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1967,Seven Arts Pictures,16200000,135900000,119700000,15.640007000000002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1967,Stanley Kramer Productions,12000000,170000001,158000001,5.032469,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Tatira-Hiller Productions,5000000,101400000,96400000,12.109198,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,Twentieth Century Fox Film Corporation,125580000,90000000,-35580000,5.2707109999999995,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1967,United Artists,8000000,109519912,101519912,9.059617,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1967,Universal Pictures,7000000,4000000,-3000000,4.928589,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Walt Disney Pictures,12000000,617530836,605530836,22.845448,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Warner Bros.,18000000,65435546,47435546,7.6174674,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1967,Warner Brothers/Seven Arts,5000000,101400000,96400000,12.109198,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,Winkler Films,10000000,12800000,2800000,5.352165,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1968,ABC Pictures,2850000,2443998,-406002,2.526159,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1968,APJAC Productions,23200000,133581704,110381704,17.784978,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1968,Batjac Productions,14000000,22000000,8000000,9.391981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1968,Central Cinema Company Film,1455000,2620000,1165000,6.229674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,Cinerama Releasing Corporation,2850000,2443998,-406002,2.526159,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1968,Coldstream Films,228000,18000000,17772000,1.310245,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Columbia Pictures Corporation,86000000,321101855,235101855,6.356859714285714,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
1968,Dino de Laurentiis Cinematografica,12735000,2722830,-10012170,4.696869166666667,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1968,Elliott Kastner Productions,38500000,105000000,66500000,12.088407,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1968,Eve Productions,228000,18000000,17772000,1.310245,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Finanzia San Marco,5000000,5321508,321508,15.589351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,Goldstein Films,228000,18000000,17772000,1.310245,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Image Ten,114000,30000000,29886000,14.384198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,Jerry Gershwin Productions,38500000,105000000,66500000,12.088407,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1968,Kingston Film Productions Ltd.,1455000,2620000,1165000,6.229674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,Laurel Group,114000,30000000,29886000,14.384198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,Les Films du Carrosse,3735000,222830,-3512170,2.775402,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1968,Les Productions Artistes Associés,3735000,222830,-3512170,2.775402,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1968,Marianne Productions,9000000,2500000,-6500000,14.304205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1968,Market Square Productions,114000,30000000,29886000,14.384198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,Metro-Goldwyn-Mayer (MGM),70000000,311100000,241100000,15.990737625000003,0,0,0,2,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1968,Off Color Films,114000,30000000,29886000,14.384198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,Palomar Pictures International,1455000,2620000,1165000,6.229674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
